Drug_A,Drug_B,Side_Effect,Severity_Score,Severity
Nafronyl,levothyroxine,Anaemia,10.0,Major
Diclofenac,Nadroparin,Anaemia,5.0,Major
Simvastatin,sunitinib,Iron deficiency anaemia,3.33333,Moderate
oxaliplatin,Trazodone,Anaemia,6.66667,Major
"Estrogens, Conjugated (USP)","synthetic conjugated estrogens, A",Anaemia,0.333333,Minor
Primidone,Epoetin Alfa,Anaemia,3.33333,Moderate
iodixanol,Clavulanate,Atrial fibrillation,15.0,Major
Methylcellulose,Potassium Chloride,Anaemia,10.0,Major
mirabegron,oxybutynin,Atrial fibrillation,2.5,Moderate
Oxycodone,Bethanechol,Anaemia,6.66667,Major
armodafinil,Potassium Chloride,Anaemia,1.66667,Minor
mercaptopurine,Chlorhexidine,Anaemia,3.33333,Moderate
Fluoxetine,efavirenz,Dizziness,1.0,Minor
Bendroflumethiazide,Insulin Glargine,Tachycardia,5.0,Major
Diphenhydramine,hydroxyurea,Anaemia,7.5,Major
olanzapine,Omega-3 Acid Ethyl Esters (USP),Anaemia,5.0,Major
Diosmin,Glucosamine,Dyspnoea,3.33333,Moderate
lubiprostone,Calcium,Anaemia,1.42857,Minor
rosuvastatin,Omega-3 Acid Ethyl Esters (USP),Anaemia,1.97674,Minor
Amlodipine,lysozyme,Dyspnoea,1.66667,Minor
lamotrigine,Fentanyl,Anaemia,2.05128,Moderate
Fentanyl,Xylazine,Syncope,3.33333,Moderate
Midazolam,drotrecogin alfa,Anaemia,2.85714,Moderate
Testosterone,eplerenone,Syncope,1.66667,Minor
Bisoprolol,Tamoxifen,Anaemia,6.66667,Major
Bumetanide,tolterodine,Anaemia,2.5,Moderate
levocetirizine,Ketoconazole,Dyspnoea,1.11111,Minor
Methadone,Bupropion,Anaemia,1.86441,Minor
Omega-3 Acid Ethyl Esters (USP),Alprazolam,Anaemia,0.645161,Minor
Haloperidol,Methylphenidate,Anaemia,1.66667,Minor
Lisinopril,Gadopentetate Dimeglumine,Pancytopenia,1.66667,Minor
Amoxicillin,Clemastine,Jaundice,10.0,Major
Cyclizine,Nicotine,Acute myeloid leukaemia,10.0,Major
Lysine,adalimumab,Anaemia,2.5,Moderate
Raloxifene,adalimumab,Anaemia,1.42857,Minor
Triamterene,adalimumab,Anaemia,1.53846,Minor
Penicillin V,Valproate,Anaemia,5.0,Major
ertapenem,Cephalexin,Anaemia,3.33333,Moderate
Ramipril,Sodium Chloride,Anaemia,4.4,Moderate
Cyclophosphamide,Sodium Chloride,Anaemia,2.33333,Moderate
Magnesium Chloride,urapidil,Anaemia,5.0,Major
Sertraline,deflazacort,Anaemia,3.33333,Moderate
Methylprednisolone,Eszopiclone,Anaemia,1.42857,Minor
Ethinyl Estradiol,Nitroglycerin,Anaemia,1.66667,Minor
Chlorpromazine,Benztropine,Anaemia,1.81818,Minor
Dacarbazine,Paclitaxel,Dyspnoea,1.66667,Minor
Colchicine,Diphenoxylate,Dyspnoea,3.33333,Moderate
rosiglitazone,Clotrimazole,Anaemia,3.33333,Moderate
Vitamin A,Atazanavir,Jaundice,10.0,Major
Spironolactone,Dipyrone,Anaemia,15.0,Major
Psyllium,Propranolol,Anaemia,10.0,Major
Simvastatin,Mannitol,Anaemia,5.0,Major
ezetimibe,salmon calcitonin,Dizziness,1.66667,Minor
dofetilide,Atenolol,Anaemia,1.0,Minor
Amlodipine,Mefloquine,Dyspepsia,10.0,Major
"Albumin Human, USP",Prednisone,Anaemia,6.0,Major
Hydrocodone,Sulindac,Anaemia,1.42857,Minor
Fluoxetine,tegaserod,Anaemia,6.0,Major
Niacin,Cholestyramine Resin,Anaemia,4.0,Moderate
fluticasone,Omega-3 Fatty Acids,Anaemia,1.53846,Minor
Caffeine,Valproate,Anaemia,1.25,Minor
Cimetidine,everolimus,Dyspnoea,2.85714,Moderate
Carbamazepine,Verapamil,Anaemia,1.81818,Minor
Vitamin D,Leucovorin,Anaemia,2.35294,Moderate
Magnesium Hydroxide,Ramipril,Iron deficiency anaemia,20.0,Major
Azithromycin,Cyclosporine,Anaemia,2.35294,Moderate
Urea,Loperamide,Anaemia,10.0,Major
Sertraline,Trimethoprim,Iron deficiency anaemia,6.66667,Major
quinapril,Clarithromycin,Anaemia,15.0,Major
insulin detemir,denosumab,Dyspnoea,4.28571,Moderate
heparin,Ondansetron,Iron deficiency anaemia,1.81818,Minor
Lactate,Gentamicin,Anaemia,1.11111,Minor
ustekinumab,Vitamin D,Anaemia,1.42857,Minor
Penicillin G,Codeine,Anaemia,6.66667,Major
belimumab,Verapamil,Dyspnoea,1.42857,Minor
Interferon beta-1a,Evening primrose oil,Anaemia,3.33333,Moderate
Aspirin,mirabegron,Anaemia,1.25,Minor
Diltiazem,hyaluronate,Dizziness,5.0,Major
Lamivudine,Cyclophosphamide,Anaemia,2.75862,Moderate
vitamin D3,dalfampridine,Anaemia,0.666667,Minor
Piperacillin,atorvastatin,Anaemia,2.96296,Moderate
Lactulose,moxifloxacin,Iron deficiency anaemia,10.0,Major
Enalapril,Floxacillin,Dyspnoea,2.0,Moderate
Allopurinol,dimethyl fumarate,Diarrhoea,5.0,Major
Nafcillin,Ampicillin,Anaemia,5.0,Major
lanthanum carbonate,clopidogrel,Anaemia,2.66667,Moderate
brimonidine,Ofloxacin,Cardiac disorder,3.33333,Moderate
fluticasone,Clozapine,Anaemia,1.11111,Minor
Guaifenesin,olopatadine,Anaemia,2.5,Moderate
Oxymetazoline,Clonazepam,Anaemia,3.33333,Moderate
Ibuprofen,Trimetazidine,Anaemia,3.33333,Moderate
Acetazolamide,Primidone,Dyspnoea,1.11111,Minor
bevacizumab,Doxazosin,Thrombocytopenia,3.33333,Moderate
Lovastatin,Atenolol,Iron deficiency anaemia,1.66667,Minor
Losartan,Magnesium Oxide,Anaemia,4.41176,Moderate
Warfarin,Clonidine,Iron deficiency anaemia,1.42857,Minor
lenalidomide,Potassium Chloride,Iron deficiency anaemia,4.54545,Moderate
geranylgeranylacetone,Clobetasol,Oedema peripheral,5.0,Major
Buspirone,Imipramine,Bradycardia,20.0,Major
Dextromethorphan,Ibuprofen,Anaemia,2.63158,Moderate
Meperidine,tizanidine,Anaemia,2.0,Moderate
tadalafil,Treprostinil,Anaemia,1.53017,Minor
Captopril,gabapentin,Anaemia,5.0,Major
Vitamin B Complex,Azathioprine,Thrombocytopenia,10.0,Major
Risperidone,Captopril,Anaemia,2.0,Moderate
fexofenadine,"Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 strain",Dyspnoea,1.42857,Minor
topiramate,sildenafil,Anaemia,4.0,Moderate
tazobactam,valganciclovir,Pancytopenia,10.0,Major
loxoprofen,Theophylline,Anaemia,1.0,Minor
Prednisone,Sodium Oxybate,Anaemia,1.78571,Minor
Magnesium,Baclofen,Anaemia,0.588235,Minor
sodium phosphate,Metronidazole,Anaemia,6.66667,Major
Diphenhydramine,Cocaine,Thrombocytopenia,0.416667,Minor
golimumab,Chloroquine,Dyspnoea,1.25,Minor
Cimetidine,Verapamil,Anaemia,15.0,Major
Budesonide,Molsidomine,Dizziness,2.5,Moderate
Magnesium Hydroxide,Cholestyramine Resin,Dyspnoea,2.5,Moderate
Risperidone,Trihexyphenidyl,Anaemia,1.34615,Minor
Terazosin,tiotropium,Anaemia,1.92308,Minor
dorzolamide,lenalidomide,Anaemia,7.5,Major
Calcium Carbonate,Dapsone,Anaemia,3.33333,Moderate
Amlodipine,Cyclizine,Anaemia,1.0,Minor
Hydrochlorothiazide,Nifedipine,Iron deficiency anaemia,3.33333,Moderate
repaglinide,Verapamil,Anaemia,1.11111,Minor
Famotidine,Alprostadil,Disseminated intravascular coagulation,10.0,Major
Amlodipine,Azelate,Anaemia,5.0,Major
telmisartan,Vitamin B 12,Anaemia,8.0,Major
Betamethasone,celecoxib,Anaemia,1.66667,Minor
Ibuprofen,dasatinib,Anaemia,4.28571,Moderate
Testosterone,Clotrimazole,Anaemia,3.33333,Moderate
Furosemide,bifonazole,Anaemia,6.66667,Major
Tramadol,lamotrigine,Iron deficiency anaemia,5.0,Major
Aspirin,troglitazone,Atrial fibrillation,30.0,Major
ropivacaine,Triamcinolone,Extrasystoles,10.0,Major
Furosemide,Amiloride,Anaemia,1.78571,Minor
Nitroglycerin,Nadroparin,Dyspnoea,1.66667,Minor
cyamemazine,Amitriptyline,Anaemia,1.66667,Minor
Metolazone,Zinc,Atrial fibrillation,10.0,Major
Fenoterol,Prednisone,Anaemia,1.66667,Minor
Oxygen,bicalutamide,Anaemia,5.0,Major
Alendronate,Triamcinolone,Anaemia,5.18518,Major
heparin,Vasopressin (USP),Anaemia,3.33333,Moderate
celecoxib,Gadopentetate Dimeglumine,Dyspnoea,1.66667,Minor
montelukast,frovatriptan,Anaemia,3.33333,Moderate
Magnesium Oxide,Flunitrazepam,Anaemia,2.69231,Moderate
repaglinide,cyamemazine,Dyspnoea,1.25,Minor
temsirolimus,Allopurinol,Anaemia,1.66667,Minor
insulin detemir,Tramadol,Iron deficiency anaemia,10.0,Major
olmesartan,standardized senna concentrate,Anaemia,13.3333,Major
Losartan,febuxostat,Anaemia,2.85714,Moderate
Albuterol,Biotin,Anaemia,1.25,Minor
Cefadroxil,Alendronate,Anaemia,10.0,Major
Folic Acid,Bisoprolol,Iron deficiency anaemia,2.85714,Moderate
rosuvastatin,Sodium Chloride,Anaemia,9.375,Major
ferrous gluconate,Ranitidine,Anaemia,14.0,Major
Thymol,Eucalyptol,Anaemia,0.357143,Minor
Amlodipine,mycophenolate mofetil,Iron deficiency anaemia,1.875,Minor
nefazodone,venlafaxine,Iron deficiency anaemia,5.0,Major
butalbital,formoterol,Anaemia,2.5,Moderate
zolmitriptan,levothyroxine,Anaemia,1.42857,Minor
"Estrogens, Conjugated (USP)",Imipramine,Anaemia,4.44444,Moderate
Daunorubicin,zopiclone,Pancytopenia,20.0,Major
Dalteparin,Haloperidol,Anaemia,1.66667,Minor
sevelamer,epinastine,Anaemia,3.33333,Moderate
Cyclosporine,Prednisone,Iron deficiency anaemia,1.53846,Minor
Risperidone,lamotrigine,Iron deficiency anaemia,2.5,Moderate
travoprost,Metoclopramide,Anaemia,3.33333,Moderate
Desvenlafaxine,Metoclopramide,Dizziness,3.33333,Moderate
tinzaparin,moxifloxacin,Anaemia,3.33333,Moderate
Haloperidol,Amphotericin B,Disseminated intravascular coagulation,5.0,Major
sulthiame,Carbamazepine,Lymphadenopathy,10.0,Major
Sulfamethoxazole,palivizumab,Cyanosis,10.0,Major
golimumab,Sodium Oxybate,Dizziness,1.42857,Minor
Betamethasone,Interferon beta-1a,Anaemia,6.66667,Major
rasagiline,Domperidone,Anaemia,5.0,Major
Chondroitin Sulfates,Clarithromycin,Dizziness,3.33333,Moderate
Filgrastim,rabeprazole,Anaemia,7.77778,Major
"Insulin, Aspart, Human",sevelamer,Anaemia,3.63636,Moderate
levoleucovorin,Prochlorperazine,Anaemia,5.0,Major
olanzapine,Cetirizine,Anaemia,1.11111,Minor
Calcium Carbonate,cloxazolam,Dyspnoea,1.66667,Minor
Dexmedetomidine,Esomeprazole,Anaemia,3.33333,Moderate
aripiprazole,Ketoconazole,Anaemia,5.0,Major
Sulfamethoxazole,Acyclovir,Iron deficiency anaemia,1.90476,Minor
ropinirole,leflunomide,Dyspnoea,2.0,Moderate
Vitamin A,ropinirole,Anaemia,4.61538,Moderate
Carboplatin,Domperidone,Anaemia,4.21053,Moderate
Eszopiclone,Benztropine,Anaemia,10.0,Major
"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus",adalimumab,Dizziness,1.11111,Minor
Furosemide,tiopronin,Dizziness,3.33333,Moderate
Thiotepa,Ursodeoxycholate,Neutropenia,10.0,Major
Cyclosporine,Daclizumab,Anaemia,1.75,Minor
Dutasteride,Goserelin,Dyspnoea,1.66667,Minor
Buspirone,Ethanol,Bradycardia,5.0,Major
Vitamin D,Desvenlafaxine,Anaemia,2.35294,Moderate
Lactulose,infliximab,Anaemia,1.42857,Minor
Loperamide,Tetracycline,Anaemia,10.0,Major
Colchicine,valganciclovir,Neutropenia,20.0,Major
Diazepam,lactitol,Dyspnoea,1.11111,Minor
Tobramycin,prednisolone,Anaemia,0.909091,Minor
Estradiol,Flurazepam,Dizziness,1.66667,Minor
montelukast,milnacipran,Anaemia,7.5,Major
Glucose,Glycopyrrolate,Diarrhoea,3.33333,Moderate
Ibrutinib,Nifedipine,Anaemia,5.0,Major
Methylprednisolone,distigmine,Anaemia,3.33333,Moderate
Niacin,estropipate,Dizziness,15.0,Major
donepezil,Nifedipine,Anaemia,3.07692,Moderate
coenzyme Q10,teriflunomide,Syncope,1.66667,Minor
Dacarbazine,gemcitabine,Anaemia,3.33333,Moderate
Lisinopril,Isradipine,Anaemia,7.5,Major
flupirtine,zolpidem,Tachycardia,10.0,Major
ertapenem,Cyclophosphamide,Pancytopenia,30.0,Major
Cytarabine,gabapentin,Anaemia,3.33333,Moderate
Diltiazem,Methotrexate,Iron deficiency anaemia,1.42857,Minor
Loratadine,colesevelam,Anaemia,5.0,Major
Ipratropium,Amphotericin B,Anaemia,10.0,Major
natalizumab,montelukast,Tachycardia,3.33333,Moderate
Vitamin B6,letrozole,Anaemia,20.0,Major
Docusate,cetuximab,Anaemia,2.10526,Moderate
Prednisone,ebastine,Anaemia,3.33333,Moderate
celecoxib,lanreotide,Atrial fibrillation,10.0,Major
Trimetazidine,Paclitaxel,Anaemia,5.0,Major
etoricoxib,Metoprolol,Anaemia,3.33333,Moderate
Esomeprazole,Botulinum Toxin Type A,Anaemia,1.0,Minor
Bifidobacterium Infantis,Potassium Chloride,Anaemia,10.0,Major
Ondansetron,Trospium,Dizziness,1.66667,Minor
vitamin D3,mesalamine,Anaemia,1.25,Minor
Piperacillin,Filgrastim,Anaemia,2.59259,Moderate
Bumetanide,Cisplatin,Anaemia,5.0,Major
Fosinopril,modafinil,Nausea,1.25,Minor
Spironolactone,Atenolol,Iron deficiency anaemia,1.42857,Minor
Ascorbic Acid,Capsaicin,Anaemia,3.33333,Moderate
Alendronate,Leucovorin,Anaemia,3.63636,Moderate
Esomeprazole,Felodipine,Anaemia,4.54545,Moderate
Iron-Dextran Complex,Warfarin,Dyspnoea,5.0,Major
Propoxyphene,Spironolactone,Anaemia,7.33333,Major
Vigabatrin,montelukast,Vomiting,10.0,Major
Lidocaine,Aztreonam,Anaemia,3.33333,Moderate
insulin detemir,paricalcitol,Anaemia,5.0,Major
tocilizumab,Amiloride,Dizziness,3.33333,Moderate
rasagiline,lenalidomide,Dizziness,3.33333,Moderate
Lactobacillus acidophilus,tiotropium,Anaemia,3.33333,Moderate
Azithromycin,Cefoxitin,Dyspnoea,3.33333,Moderate
bevacizumab,Penicillin,Anaemia,35.0,Major
Naltrexone,montelukast,Dizziness,3.33333,Moderate
Cyclosporine,Magnesium Oxide,Iron deficiency anaemia,10.0,Major
Colchicine,Tamoxifen,Tachycardia,10.0,Major
Dapsone,lopinavir,Anaemia,15.0,Major
Urea,Amitriptyline,Tachycardia,20.0,Major
tofacitinib,Vitamin E,Dizziness,3.33333,Moderate
Methylprednisolone,Granisetron,Iron deficiency anaemia,10.0,Major
Benzocaine,Diazepam,Anaemia,3.33333,Moderate
Acetaminophen,Dihydroergocryptine,Pancytopenia,10.0,Major
Sodium ferric gluconate complex,Insulin Lispro,Syncope,2.5,Moderate
atorvastatin,Somatropin,Anaemia,1.42857,Minor
topiramate,olmesartan,Anaemia,1.11111,Minor
Mefenamate,Diltiazem,Dyspnoea,6.66667,Major
quetiapine,boceprevir,Anaemia,10.0,Major
Fenofibrate,pirbuterol,Dizziness,5.0,Major
rabeprazole,varenicline,Anaemia,1.53846,Minor
Cyclosporine,Aztreonam,Anaemia,3.33333,Moderate
Metformin,Ibandronate,Anaemia,1.78571,Minor
Hydrochlorothiazide,Epinephrine,Anaemia,1.17647,Minor
Isosorbide Dinitrate,Primidone,Anaemia,3.33333,Moderate
Bisoprolol,Ticagrelor,Sedation,0.37037,Minor
Selegiline,Piracetam,Dyspnoea,3.33333,Moderate
candesartan,Acetylcysteine,Anaemia,1.11111,Minor
Minocycline,levothyroxine,Anaemia,2.90323,Moderate
Bumetanide,eplerenone,Anaemia,1.25,Minor
Vitamin E,adalimumab,Anaemia,0.47619,Minor
tapentadol,Acyclovir,Pancytopenia,10.0,Major
dorzolamide,Clarithromycin,Leukopenia,20.0,Major
valsartan,Calcium Citrate,Anaemia,1.25,Minor
Alfentanil,Propofol,Pancytopenia,0.909091,Minor
tinzaparin,Sertraline,Multiple myeloma,10.0,Major
Ciprofloxacin,Aluminum Hydroxide,Anaemia,6.66667,Major
Calcium Citrate,adalimumab,Anaemia,1.25,Minor
Dalteparin,Etoposide,Anaemia,16.6667,Major
rosuvastatin,"Insulin, Glulisine, Human",Anaemia,1.0,Minor
Fenofibrate,fluvastatin,Anaemia,1.42857,Minor
sodium selenate,levothyroxine,Anaemia,1.42857,Minor
rivaroxaban,Thiamine,Haemorrhagic anaemia,10.0,Major
terbinafine,Citalopram,Anaemia,6.0,Major
Calcium Carbonate,Clonazepam,Anaemia,3.02632,Moderate
Fluoxetine,Sodium Oxybate,Anaemia,2.5,Moderate
meloxicam,rofecoxib,Anaemia,6.36364,Major
Risperidone,Erythromycin,Anaemia,3.33333,Moderate
Ethinyl Estradiol,dichloralphenazone,Anaemia,0.909091,Minor
oxalate,Pravastatin,Anaemia,10.0,Major
Glyburide,ropinirole,Anaemia,1.66667,Minor
insulin detemir,manidipine,Dizziness,5.0,Major
Calcium Carbonate,Cephalexin,Anaemia,7.69231,Major
geranylgeranylacetone,Carbamazepine,Anaemia,8.33333,Major
Cetirizine,azelastine,Anaemia,1.84211,Minor
pioglitazone,rosuvastatin,Iron deficiency anaemia,4.44444,Moderate
Caffeine,naratriptan,Cardiac disorder,3.33333,Moderate
Phentermine,Esomeprazole,Anaemia,1.42857,Minor
Niacin,Fiber,Dizziness,1.11111,Minor
duloxetine,Desoximetasone,Dizziness,3.33333,Moderate
zaleplon,Hydroxychloroquine,Cardiac disorder,5.0,Major
tamsulosin,tolvaptan,Anaemia,3.33333,Moderate
Dutasteride,Loperamide,Anaemia,10.0,Major
Azithromycin,Cyproheptadine,Iron deficiency anaemia,10.0,Major
levothyroxine,trametinib,Anaemia,3.33333,Moderate
Docusate,Carboplatin,Iron deficiency anaemia,1.66667,Minor
latanoprost,Insulin Lispro,Anaemia,4.0,Moderate
Clindamycin,atorvastatin,Anaemia,4.4,Moderate
"Insulin, Aspart, Human",adalimumab,Anaemia,0.769231,Minor
Domperidone,Nitroglycerin,Anaemia,3.63636,Moderate
Felodipine,Dothiepin,Jaundice,60.0,Major
Oxycodone,Hydroxyzine,Iron deficiency anaemia,1.66667,Minor
lansoprazole,urapidil,Anaemia,11.6667,Major
Phloroglucinol,Potassium Chloride,Anaemia,1.53846,Minor
Risperidone,Vitamin A,Pancytopenia,2.0,Moderate
Furosemide,posaconazole,Anaemia,1.25,Minor
ropivacaine,Mepivacaine,Arrhythmia,5.0,Major
Bacitracin,heparin,Anaemia,2.5,Moderate
Calcium Carbonate,Teicoplanin,Anaemia,3.33333,Moderate
topiramate,lapatinib,Tachycardia,10.0,Major
ferrous sulfate,Oxytocin,Anaemia,10.0,Major
Etanercept,glimepiride,Anaemia,4.11765,Moderate
Finasteride,dimethyl fumarate,Dizziness,3.33333,Moderate
Hydrocortisone,infliximab,Anaemia,0.313901,Minor
Calcium Carbonate,exemestane,Anaemia,3.75,Moderate
Diphenhydramine,Cefaclor,Anaemia,3.33333,Moderate
rituximab,leflunomide,Anaemia,1.79487,Minor
carfilzomib,Atenolol,Anaemia,5.0,Major
Norfloxacin,pregabalin,Neutropenia,10.0,Major
Amantadine,Theophylline,Anaemia,5.0,Major
Guaifenesin,famciclovir,Syncope,2.5,Moderate
desloratadine,Etodolac,Dyspnoea,1.66667,Minor
tolterodine,Cisapride,Anaemia,3.33333,Moderate
quinapril,Theophylline,Anaemia,1.66667,Minor
Nitrofurantoin,drospirenone,Anaemia,1.11111,Minor
Niacin,Sucralfate,Anaemia,1.25,Minor
Oseltamivir,Magnesium Oxide,Anaemia,5.0,Major
Clozapine,Digoxin,Thrombocytopenia,1.66667,Minor
Potassium,Cholestyramine Resin,Anaemia,1.66667,Minor
Haloperidol,Thalidomide,Anaemia,15.0,Major
Amlodipine,crotamiton,Anaemia,10.0,Major
olanzapine,pioglitazone,Anaemia,0.8,Minor
Terazosin,gabapentin,Anaemia,3.33333,Moderate
levothyroxine,Deoxycholate,Anaemia,5.0,Major
levothyroxine,Baclofen,Anaemia,1.15,Minor
atorvastatin,acamprosate,Atrial fibrillation,4.0,Moderate
Tacrolimus,Rabbit anti-human T-lymphocyte globulin,Anaemia,2.76836,Moderate
fluticasone,Rotigotine,Dyspnoea,1.42857,Minor
"Estrogens, Conjugated (USP)",Estriol,Dyspnoea,0.833333,Minor
Ramipril,Alendronate,Iron deficiency anaemia,20.0,Major
Ethinyl Estradiol,Chlorpheniramine,Anaemia,0.555556,Minor
Cephalexin,dichloralphenazone,Anaemia,10.0,Major
Midazolam,Isoflurane,Anaemia,0.3125,Minor
Aspirin,canagliflozin,Anaemia,1.42857,Minor
Epinephrine,Neostigmine,Anaemia,5.0,Major
rivaroxaban,Ciprofloxacin,Anaemia,2.85714,Moderate
Niacin,Atenolol,Anaemia,1.1828,Minor
Timolol,dalfampridine,Anaemia,10.0,Major
clotiazepam,Propranolol,Dyspnoea,3.33333,Moderate
pazopanib,Lorazepam,Anaemia,1.25,Minor
Acetaminophen,Cod Liver Oil,Jaundice,6.66667,Major
Collagen,Calcium,Diarrhoea,1.66667,Minor
Aspirin,Tetracaine,Anaemia,3.33333,Moderate
Bethanechol,Allopurinol,Anaemia,10.0,Major
Levonorgestrel,Lisinopril,Anaemia,0.833333,Minor
anastrozole,tiotropium,Anaemia,2.5,Moderate
butylscopolamine,Piroxicam,Anaemia,10.0,Major
Alprazolam,Heroin,Pancytopenia,0.909091,Minor
nebivolol,dronedarone,Anaemia,1.66667,Minor
olmesartan,fingolimod,Lymphadenopathy,10.0,Major
Furosemide,Colistin,Anaemia,1.42857,Minor
Hydrochlorothiazide,Carbocysteine,Jaundice,10.0,Major
Indinavir,Acyclovir,Anaemia,5.0,Major
Indapamide,Paroxetine,Anaemia,2.85714,Moderate
saxagliptin,Insulin Glargine,Iron deficiency anaemia,5.0,Major
Vitamin D,Eszopiclone,Anaemia,4.78261,Moderate
Teriparatide,Methylcellulose,Anaemia,3.33333,Moderate
lapatinib,Dexamethasone,Anaemia,1.75,Minor
lamotrigine,desloratadine,Anaemia,3.33333,Moderate
vardenafil,Levofloxacin,Bradycardia,10.0,Major
bimatoprost,Amitriptyline,Anaemia,1.66667,Minor
Nitrofurantoin,Ceftriaxone,Anaemia,10.0,Major
Midazolam,Theophylline,Thrombocytopenia,10.0,Major
Aprotinin,Atenolol,Anaemia,0.625,Minor
lansoprazole,Glycopyrrolate,Anaemia,4.0,Moderate
efavirenz,oxybutynin,Chest pain,5.0,Major
Tramadol,vitamin D3,Anaemia,2.44898,Moderate
obinutuzumab,Granisetron,Pancytopenia,30.0,Major
candesartan,infliximab,Anaemia,1.30435,Minor
Spironolactone,Amoxicillin,Anaemia,4.68085,Moderate
Isosorbide,Mirtazapine,Anaemia,2.14286,Moderate
Fenofibrate,ranibizumab,Coronary artery disease,20.0,Major
pantoprazole,lacosamide,Anaemia,2.0,Moderate
Azithromycin,Clomipramine,Neutropenia,10.0,Major
Albuterol,alginic acid,Neutropenia,10.0,Major
Lactobacillus acidophilus,Paroxetine,Atrial fibrillation,10.0,Major
Oxazepam,rofecoxib,Anaemia,3.33333,Moderate
agalsidase beta,Vitamin B Complex,Bradycardia,30.0,Major
Aztreonam,Ganciclovir,Thrombocytopenia,10.0,Major
Nitrazepam,Spironolactone,Anaemia,1.42857,Minor
Hydrocodone,Glatiramer,Anaemia,0.625,Minor
Nitrofurantoin,Eszopiclone,Blood disorder,10.0,Major
Dantrolene,Ranitidine,Dizziness,5.0,Major
insulin detemir,Filgrastim,Anaemia,3.33333,Moderate
mirabegron,Bupropion,Dizziness,6.66667,Major
Alendronate,Selenium,Anaemia,3.33333,Moderate
Tramadol,pyridoxine,Anaemia,3.33333,Moderate
"Insulin, Aspart, Human",bicalutamide,Anaemia,3.33333,Moderate
Famotidine,Dihydroergotamine,Dyspnoea,1.42857,Minor
Hydrocortisone,aripiprazole,Anaemia,4.0,Moderate
Metformin,Itraconazole,Anaemia,4.0,Moderate
Imipenem,rituximab,Anaemia,3.33333,Moderate
isoniazid,Levofloxacin,Iron deficiency anaemia,10.0,Major
Chlorpheniramine,Methotrexate,Anaemia,0.909091,Minor
Ibrutinib,tiotropium,Anaemia,3.33333,Moderate
Vitamin E,Linseed Oil,Anaemia,1.875,Minor
Citalopram,Phenelzine,Anaemia,3.33333,Moderate
tenofovir disoproxil,Ritonavir,Iron deficiency anaemia,0.980392,Minor
Ethinyl Estradiol,cefpodoxime,Dyspnoea,2.5,Moderate
Indapamide,ropinirole,Dizziness,3.33333,Moderate
Norfloxacin,Piperacillin,Ascites,10.0,Major
glimepiride,butylscopolamine,Tachycardia,10.0,Major
Acetazolamide,lamotrigine,Anaemia,1.0,Minor
Colistin,Levofloxacin,Jaundice,30.0,Major
tazobactam,Etoposide,Anaemia,1.42857,Minor
Diphenoxylate,Prednisone,Iron deficiency anaemia,6.66667,Major
Chlorpheniramine,Quinine,Anaemia,2.85714,Moderate
Promethazine,exenatide,Anaemia,1.42857,Minor
Pentazocine,Itraconazole,Anaemia,3.33333,Moderate
Filgrastim,micafungin,Anaemia,3.47826,Moderate
Colchicine,Bendroflumethiazide,Dyspnoea,1.25,Minor
Cholecalciferol,Follitropin Alfa,Palpitations,10.0,Major
rosiglitazone,Chlordiazepoxide,Dizziness,5.0,Major
duloxetine,Simvastatin,Iron deficiency anaemia,1.33333,Minor
Oxycodone,vitamin D3,Iron deficiency anaemia,5.0,Major
Magnesium,pregabalin,Anaemia,2.36842,Moderate
Niacin,Terazosin,Anaemia,2.91667,Moderate
Solifenacin,Flecainide,Cardiac disorder,3.33333,Moderate
Risperidone,donepezil,Iron deficiency anaemia,5.0,Major
Indapamide,Megestrol,Dyspnoea,1.66667,Minor
methylnaltrexone,picosulfate sodium,Chest pain,5.0,Major
Glucose,potassium citrate,Atrial fibrillation,3.33333,Moderate
Hydrochlorothiazide,leflunomide,Anaemia,1.74419,Minor
"Estrogens, Conjugated (USP)",Granisetron,Anaemia,5.0,Major
quetiapine,Insulin Lispro,Anaemia,2.06897,Moderate
Minocycline,Trimethoprim,Anaemia,7.5,Major
Solifenacin,celecoxib,Anaemia,2.94118,Moderate
fluindione,Vitamin D,Neutropenia,20.0,Major
salmeterol,trastuzumab,Anaemia,10.0,Major
C1 esterase inhibitor,ecallantide,Anaemia,1.81818,Minor
